0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+02,0.000000000000000000e+00
2.000000000000000000e+02,0.000000000000000000e+00
3.000000000000000000e+02,0.000000000000000000e+00
4.000000000000000000e+02,0.000000000000000000e+00
5.000000000000000000e+02,1.400000000000000133e-01
6.000000000000000000e+02,3.099999999999999978e-01
7.000000000000000000e+02,0.000000000000000000e+00
8.000000000000000000e+02,0.000000000000000000e+00
9.000000000000000000e+02,1.300000000000000044e-01
1.000000000000000000e+03,0.000000000000000000e+00
1.100000000000000000e+03,8.999999999999999667e-02
1.200000000000000000e+03,5.000000000000000278e-02
1.300000000000000000e+03,5.000000000000000278e-02
1.400000000000000000e+03,1.000000000000000056e-01
1.500000000000000000e+03,0.000000000000000000e+00
1.600000000000000000e+03,0.000000000000000000e+00
1.700000000000000000e+03,0.000000000000000000e+00
1.800000000000000000e+03,5.000000000000000278e-02
1.900000000000000000e+03,2.099999999999999922e-01
2.000000000000000000e+03,2.000000000000000111e-01
2.100000000000000000e+03,8.000000000000000167e-02
2.200000000000000000e+03,0.000000000000000000e+00
2.300000000000000000e+03,1.000000000000000056e-01
2.400000000000000000e+03,0.000000000000000000e+00
2.500000000000000000e+03,4.000000000000000083e-02
2.600000000000000000e+03,1.000000000000000056e-01
2.700000000000000000e+03,0.000000000000000000e+00
2.800000000000000000e+03,0.000000000000000000e+00
2.900000000000000000e+03,2.099999999999999922e-01
3.000000000000000000e+03,0.000000000000000000e+00
3.100000000000000000e+03,0.000000000000000000e+00
3.200000000000000000e+03,0.000000000000000000e+00
3.300000000000000000e+03,1.900000000000000022e-01
3.400000000000000000e+03,4.000000000000000083e-02
3.500000000000000000e+03,0.000000000000000000e+00
3.600000000000000000e+03,0.000000000000000000e+00
3.700000000000000000e+03,2.999999999999999889e-02
3.800000000000000000e+03,4.000000000000000222e-01
3.900000000000000000e+03,0.000000000000000000e+00
4.000000000000000000e+03,7.000000000000000666e-02
4.100000000000000000e+03,4.000000000000000083e-02
4.200000000000000000e+03,2.000000000000000042e-02
4.300000000000000000e+03,0.000000000000000000e+00
4.400000000000000000e+03,5.999999999999999778e-02
4.500000000000000000e+03,1.300000000000000044e-01
4.600000000000000000e+03,0.000000000000000000e+00
4.700000000000000000e+03,1.300000000000000044e-01
4.800000000000000000e+03,0.000000000000000000e+00
4.900000000000000000e+03,0.000000000000000000e+00
5.000000000000000000e+03,2.999999999999999889e-01
5.100000000000000000e+03,1.400000000000000133e-01
5.200000000000000000e+03,4.000000000000000083e-02
5.300000000000000000e+03,1.400000000000000133e-01
5.400000000000000000e+03,2.500000000000000000e-01
5.500000000000000000e+03,1.000000000000000021e-02
5.600000000000000000e+03,0.000000000000000000e+00
5.700000000000000000e+03,0.000000000000000000e+00
5.800000000000000000e+03,2.000000000000000042e-02
5.900000000000000000e+03,0.000000000000000000e+00
6.000000000000000000e+03,0.000000000000000000e+00
6.100000000000000000e+03,1.600000000000000033e-01
6.200000000000000000e+03,0.000000000000000000e+00
6.300000000000000000e+03,1.000000000000000056e-01
6.400000000000000000e+03,4.199999999999999845e-01
6.500000000000000000e+03,0.000000000000000000e+00
6.600000000000000000e+03,1.000000000000000021e-02
6.700000000000000000e+03,0.000000000000000000e+00
6.800000000000000000e+03,0.000000000000000000e+00
6.900000000000000000e+03,0.000000000000000000e+00
7.000000000000000000e+03,2.700000000000000178e-01
7.100000000000000000e+03,0.000000000000000000e+00
7.200000000000000000e+03,8.000000000000000167e-02
7.300000000000000000e+03,0.000000000000000000e+00
7.400000000000000000e+03,0.000000000000000000e+00
7.500000000000000000e+03,5.999999999999999778e-02
7.600000000000000000e+03,7.199999999999999734e-01
7.700000000000000000e+03,0.000000000000000000e+00
7.800000000000000000e+03,0.000000000000000000e+00
7.900000000000000000e+03,1.199999999999999956e-01
8.000000000000000000e+03,6.600000000000000311e-01
8.100000000000000000e+03,0.000000000000000000e+00
8.200000000000000000e+03,0.000000000000000000e+00
8.300000000000000000e+03,5.000000000000000278e-02
8.400000000000000000e+03,2.000000000000000111e-01
8.500000000000000000e+03,0.000000000000000000e+00
8.600000000000000000e+03,0.000000000000000000e+00
8.700000000000000000e+03,2.000000000000000042e-02
8.800000000000000000e+03,2.999999999999999889e-02
8.900000000000000000e+03,1.199999999999999956e-01
9.000000000000000000e+03,5.999999999999999778e-02
9.100000000000000000e+03,7.000000000000000666e-02
9.200000000000000000e+03,1.000000000000000021e-02
9.300000000000000000e+03,0.000000000000000000e+00
9.400000000000000000e+03,0.000000000000000000e+00
9.500000000000000000e+03,1.000000000000000021e-02
9.600000000000000000e+03,0.000000000000000000e+00
9.700000000000000000e+03,1.600000000000000033e-01
9.800000000000000000e+03,5.999999999999999778e-02
9.900000000000000000e+03,1.000000000000000021e-02
